Heure,Valeur
24766,3600
24776,5400
24786,6840
24797,4680
24807,7560
24817,4680
24827,3960
24838,2160
24848,5040
24858,2520
24868,6120
24878,1080
24889,7560
24899,2520
256,1080
